"UpdatedMaster","StudyAbout","Decidestudyabout","Number_studies","SimilarStudy","SS_describe","Gender_Awareness","Gender_Aware_Des","Emotion_Awareness","Emotion_Aware_Desc","Psy_Course","IM_Non_Sex1","IM_Non_Sex2","IM_Non_Sex3","EM_Non_Sex1","EM_Non_Sex2","EM_Non_Sex3","NES1","NES2","NES3","NES4","NES5","NES6","BGenWorkplace1","BGenWorkplace2","BGenWorkplace3","BGenWorkplace4","BGenWorkplace5","Sexist_Beliefs1","Sexist_Beliefs2","Sexist_Beliefs3","Gender","Gender_4_TEXT","Age","Country","Country_3_TEXT","LivedUS","LivedSing","EnglishExperience","Edu_level","University","Corr_Cand_Gender","Correct_Emotion_Ang","Correct_Emotion_sad","Gender.Condition","Emotion.Condition","Power","Independence","Status.1","Hire","Yearly_Salary","Competent_R","Knowledgeable_R","Warm","Likeable","In_Control_R"
24,"how to share responsibility among co workers","3","0","No","","1","","1","","No",5,5,6,5,5,2,3,3,5,4,3,2,5,5,4,5,6,4,7,4,"Male","",51,"Australia","",NA,NA,"25","University degree","No","Female","5",6,"Female","Angry",6,6,7,6,"55000",7,7,6,6,5
24,"Not sure ","3","30","No","","1","","7","Big part in their competence ","No",5,4,4,4,5,4,6,5,2,2,4,1,2,2,2,4,2,4,4,4,"Male","",46,"Australia","",NA,NA,"46","University degree","No","Female","2",4,"Female","Angry",3,7,3,1,"40000",10,9,4,3,11
24,"job interviews","1","200","No","","3","did not","3","open and honest","No",3,4,4,3,6,6,7,6,5,4,7,2,4,6,5,5,6,7,5,4,"Male","",67,"Australia","",NA,NA,"","University degree","No","Male","1",6,"Male","Sad",6,6,7,6,"55000",6,7,4,7,7
24,"Business","1","1","No","","4","","7","","No",6,6,4,6,6,5,3,4,5,5,4,5,4,4,3,5,5,5,5,5,"Male","",34,"Australia","",NA,NA,"25","University degree","No","Male","6",5,"Male","Sad",1,1,1,1,"",1,5,2,5,6
24,"N/A","1","2","No","","8","N/A","8","N/A","Yes",6,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,6,6,7,6,"Male","",30,"Australia","",NA,NA,"","University degree","Yes","Male","6",6,"Female","Angry",9,9,10,9,"",9,9,9,10,9
24,"honesty in a job interview. and giving someone a second chance","2","100","No","","1","","5","","No",7,7,7,6,1,1,4,1,1,5,4,1,5,6,7,5,5,1,1,1,"Female","",48,"Australia","",NA,NA,"","Some high school/secondary school","No","Female","2",5,"Female","Sad",8,9,9,11,"80000",2,6,6,7,7
24,"not really sure","3","0","No","","1","","1","","No",7,7,7,7,1,1,1,1,1,1,1,1,1,6,3,6,5,1,1,1,"Male","",38,"Australia","",NA,NA,"38","Some high school/secondary school","No","Male","1",7,"Female","Sad",6,6,7,9,"70000",2,2,8,9,3
24,"Dont know","2","5","Yes","Dont know","7","Dont know","6","Dont know","Yes",4,4,5,5,3,5,5,4,5,4,4,5,5,5,4,5,4,4,4,4,"Male","",36,"Australia","",NA,NA,"30","University degree","Yes","Male","5",5,"Female","Angry",5,6,8,8,"100",8,6,6,5,7
24,"hiring a new office worker","3","0","No","","4","","5","","No",6,6,6,6,6,1,3,1,1,1,1,1,5,6,6,5,6,5,5,3,"Male","",83,"Australia","",NA,NA,"83","Some graduate/postgraduate education","No","Male","3",1,"Male","Sad",1,4,4,6,"25000",6,6,6,7,6
24,"About being interviewed for a job position and the question asked and answer.","2","5","No","","1","","6","She still remained confident whilst answering the questions","No",5,3,6,4,3,2,4,2,3,3,5,2,5,5,6,5,4,5,6,2,"Female","",56,"Australia","",NA,NA,"56","High school degree/completed secondary school","No","Female","2",6,"Female","Sad",6,7,5,6,"40000",8,5,3,7,6
24,"being in the shoes of a hiring consultant","3","10000","No","","1","","9","she felt like she cared enough when things went wrong so she might learn from it - if she didnt care she wouldnt be a good fit as she would not give a shit.","No",7,7,7,4,4,4,7,7,7,6,6,4,7,7,7,7,7,4,4,1,"Male","",49,"Australia","",NA,NA,"49","Some university","No","Female","1",6,"Female","Sad",1,1,1,6,"80000",5,7,9,9,3
24,"About assessing job applicants","2","200","No","","3","Didnâ€™t think about the gender either way","6","The emotion that he showed told me he was passionate about his job","No",5,3,5,5,6,6,5,3,2,2,3,1,5,5,5,5,4,6,3,3,"Male","",33,"Australia","",NA,NA,"33","High school degree/completed secondary school","No","Male","5",2,"Male","Angry",7,8,5,6,"80000",6,7,7,7,4
24,"perception","3","1000","No","na","1","i took it on what the person did, their involvement with the process and the outcome and the issue it caused and how they felt","6","its good they were angry, it shows they care","No",4,3,5,4,4,4,6,6,4,6,6,5,4,5,5,5,5,6,4,2,"Female","",49,"Australia","",NA,NA,"49","Some university","No","Female","5",3,"Female","Angry",7,7,7,6,"75000",7,4,7,NA,5
24,"reviewing a negative event may involve factors beyond the control or influence of the person. The person may want to express a positive outcome on their behalf but to is difficult to verify the full story (is the person wanting to show that they do not undermine a person in a senior position to them)","2","50","No","not applicable","1","not applicable","9","she was quite open about the whole exercise","No",7,7,7,7,5,5,7,5,7,1,7,4,6,7,6,5,6,1,1,1,"Male","",73,"Australia","",NA,NA,"73","Graduate/postgraduate degree (e.g., doctoral degree)","No","Female","1",6,"Female","Sad",11,9,10,11,"65000",3,1,9,11,4
24,"Basic qualifications  of new job seekers ","1","3","No","","1","","1","","No",7,7,7,6,1,6,5,6,5,6,6,4,4,4,4,4,4,1,4,1,"Male","",67,"Australia","",NA,NA,"30","Some graduate/postgraduate education","No","Female","1",1,"Male","Sad",9,8,8,9,"72000",8,8,8,8,8
24,"The la gauge used in interviews.","1","10","No","","1","","4","At first the candidate was angry but then annoyed.  I think you would find that in fact she was more disappointed.  This conversation would require elaboration.  I also assumed that the applicant was able to use this as a learning opportunity but that was not explored.","No",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,"Female","",50,"Australia","",NA,NA,"50","University degree","No","Female","1",6,"Female","Angry",11,11,11,NA,"60000",9,8,11,4,4
24,"Don't know ","2","150","No","","1","","1","","No",4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,5,4,4,4,4,"Female","",46,"Australia","",NA,NA,"46","Some high school/secondary school","No","Female","1",1,"Male","Sad",4,4,4,4,"35000",4,4,4,4,4
24,"Peoples ability to interpret a scenario into a person's competencey","3","40","No","","1","","1","","No",4,5,6,6,2,5,7,6,4,4,4,3,6,7,6,7,4,2,1,1,"Male","",24,"Australia","",NA,NA,"24","High school degree/completed secondary school","No","Male","5",4,"Male","Angry",5,4,4,6,"45000",4,3,7,6,7
24,"","2","1","Yes","","5","","5","","No",5,3,5,5,5,5,5,6,5,6,5,5,3,4,4,4,5,5,5,5,"Female","",34,"Australia","",NA,NA,"12","University degree","No","Female","5",5,"Female","Angry",9,7,8,8,"",6,10,6,8,7
24,"Opinions in interview questions asking people about negative things in their career.","1","0","No","","1","","1","","No",5,6,5,7,4,4,7,4,2,1,3,2,7,7,7,7,3,6,4,6,"Male","",42,"Australia","",NA,NA,"42","University degree","No","Male","1",6,"Male","Sad",8,9,8,7,"70000",9,9,1,1,8
24,"people speaking about negative experiences in job interviews","1","500","No","","1","","7","The candidate was angry with his co-worker, yet clearly displayed a lack of forethought in his own actions (traveling in separate vehicles, etc) and accepted no responsibility for the outcome.","No",6,6,6,4,4,4,6,5,6,3,6,6,7,7,7,7,7,1,1,1,"Male","",59,"Australia","",NA,NA,"59","University degree","No","Male","6",1,"Male","Angry",2,2,2,2,"18000",9,6,3,3,10
24,"Hiring ","2","0","No","","2","","2","","No",4,5,7,5,5,5,7,7,7,7,6,7,5,5,5,6,6,6,6,5,"Male","",38,"Australia","",NA,NA,"38","Graduate/postgraduate degree (e.g., doctoral degree)","No","Female","3",4,"Female","Angry",8,7,8,10,"100000",2,3,8,8,3
24,"Employees and Boss ","2","5","No","","5","","7","","Yes",3,3,2,2,3,3,2,3,3,2,3,2,2,2,2,5,2,4,2,2,"Female","",35,"Australia","",NA,NA,"18","Some graduate/postgraduate education","Yes","Male","3",2,"Female","Sad",5,5,8,5,"",6,4,3,4,6
24,"business issues","1","1","No","","1","","1","","No",2,4,3,3,4,5,3,4,4,3,4,4,4,3,6,4,6,2,4,3,"Female","",NA,"Australia","",NA,NA,"6","High school degree/completed secondary school","No","Female","5",5,"Female","Sad",3,6,5,9,"100000",6,4,8,6,5
24,"negative questions in job interviews.","1","800","No","","1","","1","","No",7,7,7,1,1,1,7,5,4,1,5,4,5,5,6,6,2,2,1,1,"Male","",63,"Australia","",NA,NA,"55","Graduate/postgraduate degree (e.g., doctoral degree)","No","Female","6",2,"Female","Angry",9,9,9,8,"120000",2,2,9,9,2
24,"Negative interview questions","1","5000","No","","1","","9","Candidate took no responsibility for situation and did not plan ahead","No",7,7,7,5,4,5,3,1,2,1,5,1,2,3,5,5,4,5,3,1,"Female","",63,"Australia","",NA,NA,"63","High school degree/completed secondary school","No","Female","5",2,"Female","Angry",2,2,2,1,"60000",9,8,5,5,10
24,"Unsure ","2","0","No","","2","","3","","No",4,4,5,5,6,4,5,2,2,4,4,2,5,6,6,6,5,5,6,5,"Female","",41,"Australia","",NA,NA,"41","High school degree/completed secondary school","","Male","2",4,"Male","Sad",9,6,6,7,"",8,7,6,5,4
24,"Recruitment ","2","1","No","","5","","1","","No",4,5,5,3,5,3,4,5,5,4,4,3,5,5,3,4,5,4,5,4,"Male","",25,"Australia","",NA,NA,"20","Some high school/secondary school","Yes","Male","5",4,"Female","Angry",6,6,7,6,"10000",7,7,7,4,6
24,"impressions given at a job interview","1","0","No","","1","","6","Anger wouldn't be good in the workplace","No",4,5,6,7,7,4,7,5,7,1,7,1,5,5,5,5,6,6,4,4,"Female","",73,"","",NA,NA,"73","Some graduate/postgraduate education","No","Male","7",1,"Male","Angry",10,10,10,6,"80000",3,3,5,6,7
24,"not sure","2","0","No","n/a","5","n/a","5","n/a","No",4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,"Female","",36,"Australia","",NA,NA,"36","Some university","No","Female","3",5,"Male","Sad",5,5,6,6,"50000",5,6,5,5,6
24,"Making assumptions about someone from written text from an interview","3","10","No","","1","","4","","No",6,6,6,6,7,7,6,1,5,4,6,1,6,6,5,6,4,7,7,2,"Male","",20,"Australia","",NA,NA,"20","High school degree/completed secondary school","No","Female","1",6,"Female","Sad",6,9,6,6,"60000",5,6,8,8,5
24,"An interview ? Whether on not he person got the job/ first impressions ","3","0","No","","1","","9","He angers quiet quickly which could be a problem if a situation similar arises at a new job ","No",7,7,7,7,7,7,3,1,4,6,6,1,1,7,5,7,7,1,1,1,"Female","",23,"","",NA,NA,"23","High school degree/completed secondary school","No","Male","5",1,"Male","Angry",2,7,2,8,"30000",8,4,8,7,9
24,"A personâ€™s ability to react to situations","2","0","No","","1","","7","The disappointment led to the person being angry at his co worker","No",4,4,4,5,4,4,5,4,4,4,4,2,3,4,3,4,3,4,2,2,"Male","",43,"Australia","",NA,NA,"42","High school degree/completed secondary school","No","Male","5",4,"Male","Angry",5,6,5,6,"",5,5,6,4,4
24,"University","1","1","No","","8","","8","","No",6,7,6,6,5,6,7,6,5,6,6,5,6,7,7,6,6,6,5,6,"Male","",34,"Australia","",NA,NA,"","University degree","Yes","Male","6",5,"Female","Sad",9,10,9,9,"",10,9,10,9,9
24,"Gggh","1","3","Yes","Ccgg","8","Hhhgh","7","Gggg","Yes",5,6,5,NA,NA,5,5,5,5,5,5,5,5,6,5,6,5,6,5,NA,"Female","",29,"Australia","",NA,NA,"3","University degree","Yes","Female","5",5,"Male","Sad",9,10,9,7,"46",9,9,9,9,9
24,"It was about salary earnings","3","0","No","","1","","1","","No",7,7,7,7,6,6,7,6,6,6,6,6,7,7,7,6,7,7,7,7,"Male","",36,"Australia","",NA,NA,"20","Graduate/postgraduate degree (e.g., doctoral degree)","Yes","Male","6",6,"Male","Sad",11,10,11,10,"80000",1,1,10,9,2
24,"This was the only time I had a good time in my life and it is a very good article ","","4","Yes","This is a great opportunity to get your business and I was very excited about the fact that I was talking ","8","This was a the best way of getting the first time I had been able and was to ","8","This is the only thing that I can find out if you could have done it with ","Yes",5,5,5,6,6,6,5,6,6,4,5,5,5,5,6,6,5,5,5,5,"Male","",38,"Australia","",NA,NA,"6","University degree","","Male","5",4,"Female","Sad",10,7,5,9,"",5,5,6,6,6
24,"They should be working as a team, one car should have taken these people to the meeting and the other person trapped In traffic should have rand and apologies for running late and explained, why he was late.","3","0","No","This is my first study","1","","2","","No",6,6,6,5,4,4,6,2,3,5,6,2,3,4,3,4,4,6,6,3,"Male","",68,"Australia","",NA,NA,"62","High school degree/completed secondary school","No","Male","5",6,"Male","Angry",5,5,5,6,"65000",7,7,6,7,5
24,"About interviews","2","2","No","","1","","1","","No",7,7,7,7,7,7,5,1,4,1,5,1,1,2,2,4,1,5,1,1,"Male","",28,"Australia","",NA,NA,"10","University degree","Yes","Female","1",7,"Female","Sad",8,8,8,6,"",3,3,7,8,3
24,"knowing what is task of worker and how the situation can be understood or misunderstood according to the situation which led to unpleasant outcome.","2","0","No","","1","","5","","No",3,4,5,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,1,"Female","",57,"Australia","",NA,NA,"10","High school degree/completed secondary school","No","Female","1",3,"Female","Angry",7,9,9,8,"50000",4,1,6,7,8
24,"The applicant seemed to want to blame anyone but herself.
I made my decision after the interview.","3","0","No","","1","","9","She said that she was angry, but at whom she didn't say.","No",6,6,7,1,1,7,1,1,1,1,2,1,6,7,7,7,6,7,7,1,"Male","",72,"Australia","",NA,NA,"72","Some university","No","Female","6",1,"Female","Angry",3,3,3,3,"40000",11,1,6,3,9
24,"answeres to questions","2","30","No","","2","","8","sadness, you don't want people sad","Yes",6,6,5,6,3,2,5,5,3,4,4,3,5,7,7,5,2,6,5,4,"Female","",38,"Australia","",NA,NA,"38","Some graduate/postgraduate education","Yes","Male","3",6,"Male","Sad",8,7,7,8,"80000",7,6,8,9,7
24,"Applicant for the job.","1","0","No","","1","","1","","No",7,7,7,7,7,7,1,1,1,1,1,1,7,5,7,7,7,7,7,7,"Female","",63,"Australia","",NA,NA,"40","University degree","No","Male","1",7,"Male","Sad",11,6,6,6,"40000",6,6,1,1,1
24,"How people care about their emotions","2","100","No","","1","","9","People need and have control their emotions always","No",7,7,7,7,6,1,5,3,2,1,1,1,5,3,3,4,1,1,2,1,"Male","",61,"Australia","",NA,NA,"61","High school degree/completed secondary school","No","Female","6",3,"Female","Angry",1,1,1,1,"1",11,11,1,1,11
24,"Two guys who went to a meeting in 2 separate cars. Why? Whose decision was it?
The guy who was being interviewed was there on time, the second one was late.
Because the guy didn't have all the materials for the event he was unable to do the right thing at the interview. The interview doesn't state whether or not the guy being interview tried to give any details while waiting for the guy who was late.
Did the guy display anger before leaving the premises?? That is negative display.
I can understand the guy getting angry / upset when they lost the account.
Did they guy ""take it out"" on the other guy?? There is a few questions not asked by the person doing the interview........The guy being interviewed was honest with his comments. He didn't lie and deny the issue","1","0","No","","1","","3","","No",7,7,7,7,7,7,5,1,5,4,5,1,6,7,7,6,7,4,4,3,"Female","",69,"Australia","",NA,NA,"69","Some high school/secondary school","No","Female","4",5,"Male","Angry",9,9,10,11,"55000",2,2,11,9,1
24,"How not to approach a meeting with a client","2","0","No","","1","","2","","No",6,6,6,6,6,6,5,3,5,1,4,1,6,6,6,6,6,4,4,2,"Female","",71,"Australia","",NA,NA,"67","High school degree/completed secondary school","No","Male","3",4,"Male","Angry",5,6,6,7,"40000",6,5,7,7,8
24,"Job interview and how the person interviewing asks the person about a previous experience that went wrong in his job","1","2","No","","1","","1","","No",1,5,2,1,1,1,5,4,4,3,3,3,5,4,4,5,4,3,3,3,"Female","",44,"Australia","",NA,NA,"44","University degree","No","Female","1",1,"Male","Sad",2,5,5,4,"60000",2,2,5,5,2
24,"Unsure ","3","1","No","","5","Unsure ","5","Unsure ","No",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male","",48,"Australia","",NA,NA,"48","High school degree/completed secondary school","No","Male","4",4,"Female","Angry",6,5,5,4,"50",4,4,4,4,5
24,"About attitude ","2","1","No","Donâ€™t know ","5","","5","","No",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,3,"Female","",35,"Australia","",NA,NA,"10","Some university","No","Female","4",4,"Female","Angry",5,5,5,4,"78000",8,8,3,4,8
24,"perception of ability or lack thereof","2","200","No","","1","","7","i would have expected the candidate to be devastated...not simply sad","No",4,2,6,2,1,1,5,5,5,2,6,2,2,4,5,5,3,5,3,2,"Male","",66,"Australia","",NA,NA,"66","Some graduate/postgraduate education","No","Female","1",5,"Female","Sad",5,4,4,1,"1",7,3,5,5,3
24,"Preparedness","2","0","No","","2","","4","","No",4,4,4,4,4,4,3,5,4,4,4,4,5,5,6,5,5,4,4,4,"Female","",70,"Australia","",NA,NA,"63","Some university","No","Female","4",4,"Female","Sad",8,8,8,7,"45000",8,8,8,8,5
24,"trouble at work","1","100","No","","1","","1","","Yes",4,4,4,3,3,4,6,6,6,4,4,2,4,4,4,4,4,5,2,4,"Female","",36,"Australia","",NA,NA,"30","Graduate/postgraduate degree (e.g., doctoral degree)","No","Female","1",2,"Male","Angry",8,8,8,8,"120000",3,2,6,6,5
24,"2 people had a meeting and only 1 turned up","2","0","No","","1","","1","","No",7,7,7,7,7,7,1,7,1,1,7,1,1,4,1,4,4,1,1,1,"Female","",41,"Australia","",NA,NA,"41","High school degree/completed secondary school","No","Female","1",4,"Female","Sad",11,11,11,11,"75000",1,1,11,11,1
24,"Work ","2","1","No","","1","","9","","No",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Female","",46,"Australia","",NA,NA,"46","High school degree/completed secondary school","No","Female","1",7,"Male","Sad",11,11,11,11,"100000",1,1,11,11,1
24,"How people react in difficult situations","1","5","No","","1","","7","Her ability to control her emotions in difficult circumstance ","No",6,6,6,5,5,3,5,1,6,5,5,1,5,5,5,4,3,1,1,1,"Female","",66,"Australia","",NA,NA,"66","Some university","No","Female","5",3,"Female","Angry",6,8,6,8,"55000",7,7,4,4,7
24,"UNSURE WHAT IT WAS ABOUT","3","0","No","","1","","1","","No",7,7,7,7,3,4,5,1,1,1,4,1,7,7,7,7,7,4,4,2,"Male","",81,"Australia","",NA,NA,"81","Some high school/secondary school","No","Female","5",5,"Female","Angry",10,10,10,6,"25000",4,4,7,7,7
24,"Job position selection entitlments etc","2","","No","","4","","4","","No",3,3,3,3,3,3,5,7,7,7,7,7,4,1,3,1,1,7,7,7,"Male","",39,"Australia","",NA,NA,"39","Some university","No","Female","5",3,"Female","Angry",6,6,6,6,"",6,6,6,6,6
24,"research studies","1","3","No","","8","","8","","Yes",7,6,6,7,6,6,6,7,6,6,7,6,7,6,6,7,6,6,7,6,"Male","",36,"Australia","",NA,NA,"","Some graduate/postgraduate education","Yes","Male","5",5,"Female","Sad",10,9,9,10,"130000",10,10,9,10,10
24,"none","1","3","No","none","8","none","8","mone","No",7,6,7,7,6,7,7,6,7,6,7,6,7,6,7,7,6,7,6,7,"Male","",30,"Australia","",NA,NA,"20","Graduate/postgraduate degree (e.g., doctoral degree)","No","Male","6",7,"Male","Angry",11,10,9,8,"150",8,9,9,10,10
24,"how we percieve people","3","200","No","","1","","1","","No",7,7,7,4,1,4,5,1,1,1,1,1,4,5,5,5,5,3,4,2,"Female","",35,"Australia","",NA,NA,"35","Some university","No","Female","4",1,"Female","Angry",5,5,5,6,"50000",5,5,5,5,5
24,"responsibility","3","200","Yes","about sexual harassment","1","","1","","No",7,7,7,7,1,1,2,2,5,1,4,1,6,6,5,5,6,4,4,4,"Male","",59,"Australia","",NA,NA,"59","High school degree/completed secondary school","No","Female","1",7,"Female","Sad",1,1,1,1,"1",9,9,3,3,8
24,"An interview for a job by a person.  
with questions asked at the interview - my ideas on whether they should get the job","2","100","No","","2","","6","They didnt control the interview until the other person arrived","No",4,6,4,6,2,5,5,3,5,1,5,2,6,5,7,6,6,2,2,2,"Female","",64,"Australia","",NA,NA,"64","Some high school/secondary school","No","Female","3",3,"Female","Sad",4,4,4,5,"40000",6,9,4,5,8
24,"not clear, too personal","2","1","No","na","5","I don't influenced much.","5","not clear of question","No",5,5,5,6,5,4,6,3,6,5,5,4,5,4,5,4,5,5,3,4,"Female","",56,"Australia","",NA,NA,"30","Some university","No","Female","3",4,"Male","Sad",3,3,6,6,"50000",6,7,7,7,4
24,"to see if the candidate could work in a team environment. The candidate had the directions and Chris had the materials but they lost each other so it must have taken some time for the candidate to convey the relevant information.","1","0","No","","2","","5","","No",5,4,4,1,1,3,6,6,6,2,5,4,3,3,3,5,4,3,2,3,"Female","",57,"Australia","",NA,NA,"57","Some university","No","Male","4",3,"Male","Angry",5,6,5,5,"65000",5,5,5,5,5
24,"like","1","10","Yes","like","9","like","9","like","Yes",7,6,7,7,6,7,7,7,6,7,6,7,6,7,6,4,3,7,5,5,"Female","",33,"Australia","",NA,NA,"1","University degree","Yes","Female","7",6,"Female","Angry",11,10,9,10,"",10,10,7,2,1
24,"candidate assessment","1","15","No","n/a","1","gender has no place in assessment","1","emotion has no place in assessment","No",6,6,6,4,4,4,6,4,4,1,3,1,3,4,5,5,5,3,2,2,"Male","",72,"Australia","",NA,NA,"72","Graduate/postgraduate degree (e.g., doctoral degree)","No","Male","1",5,"Male","Sad",11,11,11,11,"85000",1,1,11,9,3
24,"the way people behave in their jobs","2","1","No","","1","","6","it was an interesting way the the reacted","Yes",4,4,4,4,4,4,7,5,4,3,4,4,4,4,4,4,4,4,4,4,"Female","",69,"Australia","",NA,NA,"69","Some graduate/postgraduate education","No","Female","4",4,"Male","Angry",6,6,6,5,"68000",6,6,6,5,7
24,"The study was all about an account that was closed due to the late arrival of one of the two presenters. This left the clients annoyed and resulted in the account closure.","1","4","No","","1","","2","","Yes",7,7,7,2,2,1,7,4,4,6,6,5,6,6,6,5,4,4,1,4,"Male","",55,"Australia","",NA,NA,"50","University degree","No","Male","5",3,"Male","Angry",6,6,6,6,"45000",5,3,6,6,6
24,"Negative questions and answers at a job interview.","1","120","No","","1","","1","","No",7,7,7,7,7,4,2,1,4,1,2,1,2,2,2,4,2,3,1,1,"Female","",60,"Australia","",NA,NA,"60","High school degree/completed secondary school","No","Female","7",1,"Female","Angry",4,7,7,2,"65000",7,7,5,6,7
24," It is 32 years since I last had an interview and I really have no idea what it was about.  Possibly about how competent the interviewee is.Not knowing what job, or type of job the person was being interviewed for would surely govern the type of questions asked, would it not??  Similarly I have no idea of what salaries are today. When I retired in 1989 I was on a salary of about $23500.","3","0","No","","1","","3","","No",7,7,7,7,7,5,7,4,3,1,4,3,5,NA,5,4,4,6,5,3,"Male","",82,"Australia","",NA,NA,"82","Some high school/secondary school","No","Male","3",4,"Male","Sad",3,4,4,6,"45000",6,7,4,6,7
24,"rate the candidate","1","0","No","","1","","9","can tell what is that person","No",4,4,4,1,4,5,7,5,4,5,5,4,6,4,5,4,4,5,4,4,"Male","",35,"Australia","",NA,NA,"35","University degree","No","Male","7",6,"Male","Angry",2,2,2,1,"",11,11,1,1,11
24,"Interviews ","1","6","No","","4","","2","","No",5,7,5,6,3,3,4,1,2,1,1,1,6,6,5,4,5,4,4,5,"Female","",39,"Australia","",NA,NA,"39","Some high school/secondary school","No","Female","4",4,"Female","Angry",11,11,11,10,"40000",4,2,9,7,6
24,"the impacts of negative words on interview","2","1","No","","2","not much influence","6","it will affect the decision of rating","No",5,5,5,5,6,5,5,6,4,5,3,4,5,5,4,5,3,6,5,5,"Male","",41,"Australia","",NA,NA,"30","University degree","No","Male","4",5,"Male","Sad",8,8,6,7,"60000",5,6,6,7,7
24,"Workers who are responsible for getting to important meetings and taking the job seriously enough to make sure they are there at the required time.","2","0","No","","1","","5","","No",7,7,7,7,4,1,6,7,2,1,1,3,7,7,7,7,6,6,4,2,"Female","",64,"Other (please indicate):","Australia",NA,NA,"64","High school degree/completed secondary school","No","Female","4",2,"Male","Angry",4,5,5,6,"20000",6,6,6,5,7
24,"the qualities required for employment","3","0","No","","5","","8","Felt bad for the dude","No",7,5,7,1,1,1,4,7,5,4,4,2,7,7,7,6,7,1,1,1,"Female","",18,"Australia","",NA,NA,"18","High school degree/completed secondary school","No","Male","2",4,"Male","Sad",6,4,4,7,"10000",3,7,8,8,7
24,"Assessing whether an interviewee was a suitable candidate for a job","1","1","No","","1","","4","","No",3,4,6,4,4,5,7,4,5,2,5,2,2,4,4,3,5,5,4,2,"Female","",68,"Australia","",NA,NA,"68","University degree","No","Female","4",3,"Female","Sad",4,5,5,6,"58000",4,6,7,7,9
24,"interview and employee ","2","1","No","","1","","2","","No",4,4,6,3,3,3,5,7,2,2,6,4,5,4,4,4,3,5,3,1,"Female","",39,"Australia","",NA,NA,"39","Graduate/postgraduate degree (e.g., doctoral degree)","No","Male","1",7,"Male","Sad",2,3,1,6,"60000",3,3,6,6,2
24,"Confidence in ones ability","2","222","No","","1","","2","","No",6,5,6,5,3,3,6,5,5,1,6,5,5,6,6,6,6,6,5,2,"Male","",82,"Australia","",NA,NA,"82","High school degree/completed secondary school","No","Female","6",6,"Female","Sad",7,7,7,7,"55000",7,7,8,8,8
24,"","2","","No","","1","","5","","No",6,6,6,5,4,5,2,3,3,4,4,2,6,6,6,6,6,3,4,2,"Female","",37,"Australia","",NA,NA,"37","University degree","No","Female","5",3,"Female","Angry",6,6,5,6,"",NA,NA,NA,NA,NA
24,"Going for a job interview and how the employer reacted to him.","1","0","No","","1","","1","","No",4,4,4,4,4,4,7,1,7,7,7,1,7,7,7,7,7,1,1,1,"Male","",46,"Australia","",NA,NA,"46","Graduate/postgraduate degree (e.g., doctoral degree)","No","Male","7",7,"Male","Angry",1,1,1,6,"80000",11,11,1,1,11
24,"I really don't know","2","0","No","","1","","2","","No",6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,4,6,6,6,"Male","",79,"Australia","",NA,NA,"79","University degree","No","Male","3",5,"Male","Sad",6,6,6,6,"50000",6,6,6,6,6
24,"Judging the temperament of a job candidate.","3","500","No","","1","","8","I thought the candidate liked to be in charge. Perhaps would be best working autonomously.","No",7,7,7,7,7,7,6,5,2,2,4,1,4,5,3,4,4,6,3,1,"Male","",44,"Australia","",NA,NA,"44","University degree","No","Female","5",2,"Female","Angry",7,10,6,6,"12000",9,6,5,5,4
24,"A case study of a lady who had zero control when it came to her business partner and ended up losing an account because of this and her incompetent partner","1","0","No","","1","","9","She was sad because they lost an account","Yes",7,4,7,7,4,4,5,1,4,4,4,1,4,7,7,7,7,6,1,1,"Female","",28,"Australia","",NA,NA,"28","Some university","No","Female","1",7,"Female","Sad",11,11,11,11,"100000",1,1,11,11,11
24,"Business","3","2","No","","1","","9","Because she was disappointed","No",7,5,4,4,7,7,3,3,5,4,5,1,4,4,1,1,4,7,7,7,"Male","",40,"Australia","",NA,NA,"20","Graduate/postgraduate degree (e.g., doctoral degree)","No","Female","5",5,"Female","Sad",8,8,8,11,"120000",3,3,6,11,7
24,"how an employee handled a presentation ","1","0","No","","1","","1","","No",4,4,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,"Female","",67,"Australia","",NA,NA,"67","Some high school/secondary school","No","Female","4",4,"Female","Angry",1,1,1,1,"45000",11,7,4,4,5
24,"Impressions and expression of recruitee.","1","5","No","","4","","7","If the candidate was expressionless, it would have been more worrying.","No",5,5,3,5,4,5,2,4,4,2,2,2,4,4,4,4,3,6,6,3,"Female","",48,"Australia","",NA,NA,"36","University degree","No","Male","5",3,"Male","Angry",8,9,8,8,"70000",7,7,7,8,6
